0.000000000000000000e+00 1.000000000000000000e+00
5.005005005005004962e-03 9.900399206120197304e-01
1.001001001001000992e-02 9.801790408749588845e-01
1.501501501501501488e-02 9.704163752207363158e-01
2.002002002002001985e-02 9.607509471767761156e-01
2.502502502502502307e-02 9.511817893660076129e-01
3.003003003003002977e-02 9.417079435068652637e-01
3.503503503503503647e-02 9.323284604132886511e-01
4.004004004004003969e-02 9.230423999947227065e-01
4.504504504504504292e-02 9.138488312561174887e-01
5.005005005005004615e-02 9.047468322979282940e-01
5.505505505505505631e-02 8.957354903161155457e-01
6.006006006006005954e-02 8.868139016021450161e-01
6.506506506506506970e-02 8.779811715429873820e-01
7.007007007007007293e-02 8.692364146211188913e-01
7.507507507507507616e-02 8.605787544145208079e-01
8.008008008008007939e-02 8.520065264834125740e-01
8.508508508508508261e-02 8.435176127838496241e-01
9.009009009009008584e-02 8.351113125664880732e-01
9.509509509509508907e-02 8.267869512757823891e-01
1.001001001001000923e-01 8.185438569814542653e-01
1.051051051051051094e-01 8.103813603784931763e-01
1.101101101101101126e-01 8.022987947871556003e-01
1.151151151151151159e-01 7.942954961529657965e-01
1.201201201201201191e-01 7.863708030467153609e-01
1.251251251251251362e-01 7.785240566644631155e-01
1.301301301301301394e-01 7.707546008275358851e-01
1.351351351351351426e-01 7.630617819825271653e-01
1.401401401401401459e-01 7.554449492012985656e-01
1.451451451451451491e-01 7.479034541809788106e-01
1.501501501501501523e-01 7.404366512439641834e-01
1.551551551551551555e-01 7.330438973379183043e-01
1.601601601601601588e-01 7.257245520357722413e-01
1.651651651651651620e-01 7.184779775357245102e-01
1.701701701701701652e-01 7.113035386612412969e-01
1.751751751751751685e-01 7.042006028610559021e-01
1.801801801801801717e-01 6.971685402091691852e-01
1.851851851851851749e-01 6.902067234048495648e-01
1.901901901901901781e-01 6.833145277726327960e-01
1.951951951951951814e-01 6.764913312623219710e-01
2.002002002002001846e-01 6.697365144489879629e-01
2.052052052052052156e-01 6.630494605329686486e-01
2.102102102102102188e-01 6.564295553398695748e-01
2.152152152152152220e-01 6.498761873205639583e-01
2.202202202202202252e-01 6.433887475511919085e-01
2.252252252252252285e-01 6.369666297331615379e-01
2.302302302302302317e-01 6.306092301931479627e-01
2.352352352352352349e-01 6.243159478830939690e-01
2.402402402402402382e-01 6.180861843802097910e-01
2.452452452452452414e-01 6.119193438869729995e-01
2.502502502502502724e-01 6.058148332311288353e-01
2.552552552552552756e-01 5.997720618656894320e-01
2.602602602602602788e-01 5.937904418689352593e-01
2.652652652652652820e-01 5.878693879444133463e-01
2.702702702702702853e-01 5.820083174209387256e-01
2.752752752752752885e-01 5.762066502525933220e-01
2.802802802802802917e-01 5.704638090187272859e-01
2.852852852852852950e-01 5.647792189239575489e-01
2.902902902902902982e-01 5.591523077981688239e-01
2.952952952952953014e-01 5.535825060965131605e-01
3.003003003003003046e-01 5.480692468994099453e-01
3.053053053053053079e-01 5.426119659125461236e-01
3.103103103103103111e-01 5.372101014668761998e-01
3.153153153153153143e-01 5.318630945186217929e-01
3.203203203203203175e-01 5.265703886492723029e-01
3.253253253253253208e-01 5.213314300655844669e-01
3.303303303303303240e-01 5.161456675995823584e-01
3.353353353353353272e-01 5.110125527085573882e-01
3.403403403403403304e-01 5.059315394750689698e-01
3.453453453453453337e-01 5.009020846069431876e-01
3.503503503503503369e-01 4.959236474372742398e-01
3.553553553553553401e-01 4.909956899244233286e-01
3.603603603603603434e-01 4.861176766520193260e-01
3.653653653653653466e-01 4.812890748289583298e-01
3.703703703703703498e-01 4.765093542894040524e-01
3.753753753753753530e-01 4.717779874927878203e-01
3.803803803803803563e-01 4.670944495238079641e-01
3.853853853853853595e-01 4.624582180924305397e-01
3.903903903903903627e-01 4.578687735338889953e-01
3.953953953953953659e-01 4.533255988086843380e-01
4.004004004004003692e-01 4.488281795025847454e-01
4.054054054054054279e-01 4.443760038266260093e-01
4.104104104104104311e-01 4.399685626171114250e-01
4.154154154154154344e-01 4.356053493356116246e-01
4.204204204204204376e-01 4.312858600689647437e-01
4.254254254254254408e-01 4.270095935292761435e-01
4.304304304304304440e-01 4.227760510539190220e-01
4.354354354354354473e-01 4.185847366055336360e-01
4.404404404404404505e-01 4.144351567720279683e-01
4.454454454454454537e-01 4.103268207665772827e-01
4.504504504504504570e-01 4.062592404276242353e-01
4.554554554554554602e-01 4.022319302188792078e-01
4.604604604604604634e-01 3.982444072293196968e-01
4.654654654654654666e-01 3.942961911731908686e-01
4.704704704704704699e-01 3.903868043900050044e-01
4.754754754754754731e-01 3.865157718445424995e-01
4.804804804804804763e-01 3.826826211268503086e-01
4.854854854854854795e-01 3.788868824522436118e-01
4.904904904904904828e-01 3.751280886613044818e-01
4.954954954954954860e-01 3.714057752198827167e-01
5.005005005005005447e-01 3.677194802190955070e-01
5.055055055055055480e-01 3.640687443753274355e-01
5.105105105105105512e-01 3.604531110302305885e-01
5.155155155155155544e-01 3.568721261507243891e-01
5.205205205205205576e-01 3.533253383289958194e-01
5.255255255255255609e-01 3.498122987824993091e-01
5.305305305305305641e-01 3.463325613539566250e-01
5.355355355355355673e-01 3.428856825113568707e-01
5.405405405405405705e-01 3.394712345600948145e-01
5.455455455455455738e-01 3.360896285804976791e-01
5.505505505505505770e-01 3.327410494473220237e-01
5.555555555555555802e-01 3.294252202669750718e-01
5.605605605605605835e-01 3.261418653541511836e-01
5.655655655655655867e-01 3.228907102318316902e-01
5.705705705705705899e-01 3.196714816312850593e-01
5.755755755755755931e-01 3.164839074920666184e-01
5.805805805805805964e-01 3.133277169620187763e-01
5.855855855855855996e-01 3.102026403972710233e-01
5.905905905905906028e-01 3.071084093622397093e-01
5.955955955955956060e-01 3.040447566296284876e-01
6.006006006006006093e-01 3.010114161804277044e-01
6.056056056056056125e-01 2.980081232039149541e-01
6.106106106106106157e-01 2.950346140976548015e-01
6.156156156156156189e-01 2.920906264674988373e-01
6.206206206206206222e-01 2.891758991275855672e-01
6.256256256256256254e-01 2.862901721003406341e-01
6.306306306306306286e-01 2.834331866164767622e-01
6.356356356356356319e-01 2.806046851149934795e-01
6.406406406406406351e-01 2.778044112431775070e-01
6.456456456456456383e-01 2.750321098566025912e-01
6.506506506506506415e-01 2.722875270191294494e-01
6.556556556556556448e-01 2.695704100029057138e-01
6.606606606606606480e-01 2.668805072883663199e-01
6.656656656656656512e-01 2.642175685642329519e-01
6.706706706706706544e-01 2.615813447275144865e-01
6.756756756756756577e-01 2.589715878835066043e-01
6.806806806806806609e-01 2.563880513457923449e-01
6.856856856856856641e-01 2.538304896362414964e-01
6.906906906906906674e-01 2.512986584850109284e-01
6.956956956956956706e-01 2.487923148305446197e-01
7.007007007007006738e-01 2.463112168195734641e-01
7.057057057057056770e-01 2.438551238071154648e-01
7.107107107107106803e-01 2.414237963564755951e-01
7.157157157157156835e-01 2.390169962392457992e-01
7.207207207207206867e-01 2.366344864353052135e-01
7.257257257257256899e-01 2.342760311328198064e-01
7.307307307307306932e-01 2.319413957282426275e-01
7.357357357357356964e-01 2.296303468263138636e-01
7.407407407407406996e-01 2.273426522400605609e-01
7.457457457457457028e-01 2.250780809907968472e-01
7.507507507507507061e-01 2.228364033081239870e-01
7.557557557557557093e-01 2.206173906299299936e-01
7.607607607607607125e-01 2.184208156023901837e-01
7.657657657657657158e-01 2.162464520799667611e-01
7.707707707707707190e-01 2.140940751254089558e-01
7.757757757757757222e-01 2.119634610097530514e-01
7.807807807807807254e-01 2.098543872123223297e-01
7.857857857857857287e-01 2.077666324207270709e-01
7.907907907907907319e-01 2.056999765308646644e-01
7.957957957957957351e-01 2.036542006469193866e-01
8.008008008008007383e-01 2.016290870813627345e-01
8.058058058058058526e-01 1.996244193549528978e-01
8.108108108108108558e-01 1.976399821967355641e-01
8.158158158158158590e-01 1.956755615440429474e-01
8.208208208208208623e-01 1.937309445424946763e-01
8.258258258258258655e-01 1.918059195459971278e-01
8.308308308308308687e-01 1.899002761167438436e-01
8.358358358358358720e-01 1.880138050252153636e-01
8.408408408408408752e-01 1.861462982501791985e-01
8.458458458458458784e-01 1.842975489786899956e-01
8.508508508508508816e-01 1.824673516060892342e-01
8.558558558558558849e-01 1.806555017360056414e-01
8.608608608608608881e-01 1.788617961803548040e-01
8.658658658658658913e-01 1.770860329593393623e-01
8.708708708708708945e-01 1.753280113014490382e-01
8.758758758758758978e-01 1.735875316434604965e-01
8.808808808808809010e-01 1.718643956304374831e-01
8.858858858858859042e-01 1.701584061157307981e-01
8.908908908908909074e-01 1.684693671609780730e-01
8.958958958958959107e-01 1.667970840361042151e-01
9.009009009009009139e-01 1.651413632193209635e-01
9.059059059059059171e-01 1.635020123971272499e-01
